,status_group,amount_tsh,count_month,funder,gps_height,installer,basin,public_meeting,permit,construction_year,extraction_type_class,management,payment,quality_group,quantity,source,source_class,missing_construction_year
43738,0,250.0,3,6,1354.0,4,2,2,2,2009.0,5,4,2,5,3,1,0,False
51632,2,1000.0,4,4,334.0,1,3,2,2,1995.0,5,2,2,5,0,3,2,False
19149,0,250.0,3,2,1069.0,9,2,2,2,1974.0,5,9,3,5,0,1,0,False
44760,0,200.0,3,2,1473.0,1,2,2,2,2005.0,5,9,2,5,0,1,0,False
19499,0,250.0,4,6,219.0,4,3,2,2,2008.0,3,9,1,5,2,8,0,False
25081,1,250.0,3,6,1337.0,1,8,1,1,1998.0,3,2,1,5,3,8,0,False
32991,2,50.0,4,6,211.0,4,0,1,2,2004.0,0,5,4,5,3,3,2,False
24977,2,250.0,4,6,1166.0,1,2,2,2,2009.0,0,9,1,0,0,4,1,False
20233,1,250.0,4,5,1166.0,4,1,2,2,2000.0,3,2,1,5,3,8,0,True
34295,0,50.0,4,6,-9.0,4,0,1,2,2009.0,0,5,4,5,3,3,2,False
30967,1,250.0,4,6,1166.0,4,3,1,2,2000.0,5,8,1,4,2,3,2,True
18054,0,250.0,4,6,375.0,4,2,2,1,1970.0,0,9,1,5,0,6,0,False
37358,1,500.0,3,6,938.0,9,5,2,2,1985.0,5,9,2,5,0,3,2,False
43101,2,250.0,3,6,1421.0,1,5,2,2,1995.0,5,9,3,5,0,1,0,False
32161,1,250.0,3,3,1166.0,4,1,2,1,2000.0,5,2,3,5,2,7,2,True
51673,0,250.0,3,6,1271.0,4,8,0,2,1995.0,3,9,3,5,3,8,0,False
26359,0,250.0,3,1,888.0,1,4,2,2,1983.0,5,9,1,5,4,3,2,False
52644,2,250.0,4,6,760.0,1,5,1,1,1995.0,3,9,1,5,0,8,0,False
1064,1,500.0,3,6,1303.0,2,5,2,2,1980.0,5,9,2,5,3,1,0,False
39892,1,500.0,3,6,973.0,1,5,2,2,2007.0,5,2,2,5,3,3,2,False
43726,1,250.0,3,5,1166.0,1,8,2,1,2000.0,3,2,1,5,3,8,0,True
40629,2,250.0,4,6,1166.0,4,8,2,2,2000.0,3,9,1,5,3,8,0,True
46941,0,250.0,4,6,1166.0,4,1,2,1,2000.0,2,9,4,5,4,6,0,True
1961,2,250.0,4,6,1166.0,1,5,2,2,2000.0,3,1,3,0,3,8,0,True
55240,1,250.0,3,6,1198.0,4,1,2,2,2005.0,5,9,0,5,3,3,2,False
16860,2,250.0,4,2,1997.0,0,7,1,1,1985.0,5,9,1,5,3,1,0,False
20491,0,250.0,4,6,45.0,1,0,2,1,2009.0,3,9,1,5,2,8,0,False
46180,2,250.0,4,6,1166.0,4,8,2,1,2000.0,5,9,1,5,3,1,0,True
17406,1,250.0,3,3,1166.0,4,5,0,2,2000.0,3,9,3,5,3,8,0,True
41204,1,250.0,4,7,1166.0,1,8,2,2,2000.0,5,9,1,5,0,1,0,True
18158,1,250.0,4,6,1166.0,4,8,2,2,2000.0,5,9,1,5,3,1,0,True
25757,1,250.0,3,6,937.0,1,5,2,2,1992.0,5,9,3,5,0,1,0,False
23965,0,250.0,3,2,705.0,3,2,2,2,1976.0,5,3,1,5,0,1,0,False
43278,1,250.0,3,2,1396.0,9,2,2,2,1982.0,5,9,3,5,0,1,0,False
46655,1,250.0,4,6,1166.0,4,3,2,2,2000.0,5,9,2,5,0,3,2,True
39532,2,250.0,3,5,1166.0,1,5,2,2,2000.0,3,2,3,5,3,6,0,True
45813,1,250.0,3,6,911.0,1,5,2,2,1992.0,5,9,3,5,0,1,0,False
46625,0,250.0,4,2,30.0,4,0,2,2,2000.0,5,9,1,0,0,3,2,False
24587,2,5.0,3,6,1152.0,7,2,2,2,1999.0,5,8,4,5,3,1,0,False
41764,2,250.0,4,2,1166.0,4,0,2,2,2000.0,0,9,4,5,3,1,0,True
35693,1,250.0,3,6,1166.0,1,8,2,1,2000.0,3,2,1,5,3,8,0,True
47027,1,250.0,4,6,1166.0,4,8,2,1,2000.0,5,9,1,5,0,1,0,True
11752,1,250.0,4,2,1166.0,1,8,2,2,2000.0,3,9,1,5,3,8,0,True
45719,2,1000.0,3,6,912.0,4,4,2,2,1977.0,5,9,2,5,0,3,2,False
21896,2,250.0,4,6,1166.0,4,8,2,1,2000.0,5,9,1,5,0,1,0,True
13563,0,250.0,4,6,1166.0,1,1,2,1,2000.0,4,9,1,5,4,8,0,True
38211,0,250.0,3,6,856.0,4,1,1,1,1975.0,4,3,1,0,3,6,0,False
47763,0,250.0,4,6,1166.0,1,5,0,2,2000.0,4,2,3,5,3,5,0,True
42203,1,250.0,3,5,1166.0,1,8,2,1,2000.0,3,2,1,5,3,8,0,True
39266,1,20.0,4,6,379.0,4,0,1,2,2009.0,0,5,4,0,0,6,0,False
35665,1,250.0,4,3,1166.0,1,8,2,2,2000.0,5,9,1,5,0,1,0,True
45592,2,250.0,4,6,1166.0,4,3,2,2,2000.0,3,9,1,5,0,8,0,True
44819,0,250.0,4,3,1166.0,4,1,2,1,2000.0,3,2,3,5,0,8,0,True
21451,0,500.0,4,6,329.0,4,3,2,2,2009.0,3,9,2,5,3,8,0,False
18972,0,250.0,3,6,1166.0,4,5,2,2,2000.0,3,9,1,0,2,8,0,True
29079,2,250.0,4,6,1166.0,4,8,2,2,2000.0,3,9,1,0,3,8,0,True
9647,2,500.0,4,6,355.0,4,0,2,2,2010.0,6,9,2,5,3,8,0,False
36667,2,250.0,3,2,1445.0,9,2,2,2,1977.0,5,9,3,5,0,1,0,False
31304,1,250.0,3,2,1409.0,3,8,0,2,1979.0,2,2,1,0,0,6,0,False
42253,2,250.0,4,6,1166.0,4,8,2,2,2000.0,3,9,1,5,2,8,0,True
33430,2,250.0,3,2,858.0,3,2,2,2,1970.0,5,4,1,5,3,1,0,False
20200,0,250.0,3,6,865.0,4,1,2,1,1995.0,3,9,1,5,3,8,0,False
16358,1,250.0,4,6,1166.0,4,1,1,1,2000.0,5,1,3,5,2,7,2,True
46699,1,250.0,3,5,1561.0,3,5,2,2,2009.0,5,8,2,5,3,3,2,False
6762,2,2000.0,4,6,1617.0,4,3,2,2,2011.0,5,9,5,5,3,1,0,False
54244,2,1200.0,3,8,923.0,1,4,2,2,1989.0,5,9,5,5,3,3,2,False
32358,2,6.0,3,6,1471.0,1,2,2,2,2008.0,5,8,4,5,3,1,0,False
34442,0,250.0,4,7,1179.0,1,8,2,2,2006.0,3,9,1,5,0,8,0,False
32796,1,250.0,4,6,282.0,4,3,2,2,2006.0,5,9,1,5,3,3,2,False
6232,1,200.0,4,4,293.0,1,3,2,2,1998.0,5,9,2,5,0,3,2,False
10142,1,250.0,4,6,1166.0,4,7,2,0,2000.0,5,9,1,5,0,3,2,True
45838,1,250.0,3,2,1816.0,1,2,2,2,1972.0,5,7,1,5,3,3,2,False
54143,0,250.0,4,2,1166.0,4,8,2,2,2000.0,3,9,1,5,3,8,0,True
54392,1,250.0,3,6,1221.0,4,5,2,2,1999.0,5,8,2,5,3,3,2,False
56812,1,250.0,3,6,1166.0,4,8,2,1,2000.0,3,2,1,5,3,8,0,True
33043,1,50.0,3,6,182.0,4,4,2,2,2004.0,5,9,4,5,3,1,0,False
40554,0,250.0,3,6,1917.0,1,1,2,2,2002.0,5,7,1,5,3,1,0,False
41445,0,50.0,4,6,-4.0,1,3,2,2,1974.0,2,9,4,5,3,6,0,False
51142,2,250.0,3,6,1702.0,4,1,2,1,2011.0,5,1,1,5,2,7,2,False
43729,0,250.0,4,2,1166.0,4,8,2,2,2000.0,2,8,1,5,3,0,2,True
26411,0,250.0,4,2,1166.0,3,8,2,2,2000.0,0,9,1,3,4,0,2,True
14691,0,250.0,3,6,1071.0,1,5,2,2,2006.0,4,9,3,5,3,8,0,False
16343,1,250.0,3,3,1166.0,4,1,2,1,2000.0,5,2,3,5,2,7,2,True
48537,0,250.0,4,2,1166.0,3,6,2,2,2000.0,4,9,1,5,3,8,0,True
52235,1,250.0,3,3,1324.0,4,2,2,2,1995.0,5,9,1,5,3,3,2,False
46343,1,250.0,4,7,1166.0,1,8,2,2,2000.0,3,9,0,5,2,8,0,True
32366,0,250.0,4,8,1166.0,4,7,2,2,2000.0,5,9,1,5,4,1,0,True
55663,1,250.0,3,2,1251.0,3,7,0,2,2005.0,5,9,3,5,3,1,0,False
48450,2,250.0,4,6,1166.0,4,3,2,1,2000.0,0,9,1,5,3,6,0,True
25570,2,250.0,3,6,1440.0,4,1,2,2,2006.0,5,1,1,5,2,7,2,False
31100,0,250.0,3,7,1586.0,4,8,0,2,1995.0,3,2,3,5,3,8,0,False
38378,2,250.0,3,6,1166.0,1,8,1,1,2000.0,4,3,2,5,3,6,0,True
55475,0,250.0,3,6,1692.0,4,1,2,2,1992.0,5,9,0,5,0,1,0,False
22155,1,20.0,4,0,330.0,4,0,1,2,2007.0,0,9,4,5,3,6,0,False
46158,2,500.0,4,6,1827.0,4,3,2,2,2009.0,5,6,2,5,3,1,0,False
50733,0,250.0,3,6,1179.0,4,2,2,2,2006.0,0,9,3,5,0,3,2,False
45019,2,250.0,4,6,528.0,4,0,2,2,2011.0,3,9,0,0,3,8,0,False
56431,2,100.0,4,2,1892.0,4,3,2,2,1975.0,5,9,4,5,3,3,2,False
17381,0,250.0,3,2,1567.0,4,2,2,2,1975.0,5,4,2,5,3,1,0,False
48999,2,3000.0,3,6,1331.0,4,1,2,2,2009.0,3,2,5,5,3,6,0,False
6291,2,6.0,3,6,1318.0,1,2,2,2,2008.0,5,8,4,5,3,1,0,False
3557,2,10.0,3,6,1459.0,4,1,2,2,1994.0,5,9,4,5,2,3,2,False
26287,2,500.0,4,10,1701.0,0,7,2,1,1995.0,5,9,0,5,3,1,0,False
51962,1,250.0,3,9,1300.0,1,1,2,2,2009.0,5,9,1,5,3,3,2,False
17925,2,50.0,3,6,8.0,4,0,0,1,2010.0,0,5,4,5,3,6,0,False
42681,1,200.0,4,6,1740.0,1,5,2,2,1984.0,5,9,0,5,0,3,2,False
45320,1,250.0,3,6,60.0,4,4,1,1,2006.0,0,9,4,5,3,3,2,False
25376,1,5000.0,4,6,1668.0,1,3,2,2,2009.0,5,6,5,5,3,3,2,False
11674,1,250.0,3,6,344.0,4,4,2,1,2012.0,5,9,1,5,3,1,0,False
36245,0,250.0,4,6,1166.0,0,0,2,1,2000.0,2,5,4,0,4,6,0,True
55286,1,250.0,3,6,2151.0,4,1,2,2,1998.0,5,9,1,5,3,1,0,False
22324,2,250.0,3,6,1166.0,1,8,2,1,2000.0,3,2,1,5,0,8,0,True
7746,1,250.0,4,6,1166.0,1,1,2,1,2000.0,5,9,2,5,0,1,0,True
10266,0,250.0,4,2,1171.0,9,8,0,2,1968.0,5,9,1,5,0,0,2,False
36328,2,250.0,3,6,1166.0,1,8,1,1,2000.0,3,2,1,5,2,8,0,True
35468,1,250.0,4,6,1166.0,1,8,2,2,2000.0,4,9,1,5,0,1,0,True
21904,0,250.0,3,6,423.0,4,4,0,2,1974.0,5,7,3,3,1,1,0,False
25052,0,250.0,4,2,1166.0,4,0,2,1,2000.0,2,9,4,0,4,6,0,True
21545,2,250.0,3,6,1631.0,1,5,1,2,2009.0,5,9,3,5,3,1,0,False
36108,0,250.0,3,6,1467.0,4,2,2,1,1974.0,5,9,1,5,3,1,0,False
48168,1,250.0,3,6,1166.0,1,8,2,1,2000.0,3,2,1,5,3,8,0,True
49142,0,20.0,4,6,49.0,1,2,2,1,1984.0,0,9,4,5,3,6,0,False
17975,1,250.0,3,6,1166.0,1,8,2,1,2000.0,3,2,1,5,3,8,0,True
37986,0,1200.0,3,2,1232.0,1,5,2,1,1977.0,5,8,5,5,3,3,2,False
8082,1,250.0,4,7,1166.0,4,8,2,1,2000.0,5,9,1,5,3,1,0,True
47415,2,250.0,4,6,1166.0,4,7,2,0,2000.0,5,9,1,5,3,1,0,True
57772,2,250.0,4,2,308.0,1,3,2,2,2003.0,5,9,1,5,0,3,2,False
22974,1,50.0,3,6,697.0,4,4,2,1,2012.0,5,9,4,5,0,1,0,False
14261,0,250.0,4,6,512.0,4,0,2,2,1982.0,4,7,1,5,3,8,0,False
55079,0,250.0,4,5,1166.0,1,8,2,2,2000.0,4,9,1,5,0,6,0,True
5230,2,250.0,3,6,1273.0,5,8,2,2,1999.0,3,2,1,5,3,8,0,False
6760,0,250.0,4,6,1166.0,1,8,2,2,2000.0,4,9,1,5,4,8,0,True
31677,1,250.0,4,6,1166.0,4,3,2,1,2000.0,5,9,5,5,2,3,2,True
58334,0,250.0,3,1,1311.0,1,7,2,2,1974.0,4,9,1,5,4,6,0,False
29928,2,2000.0,3,6,1440.0,4,1,2,2,2006.0,3,9,5,5,3,8,0,False
28517,1,300.0,3,6,859.0,4,2,2,1,1992.0,5,9,2,5,3,1,0,False
1640,2,250.0,3,6,1027.0,4,2,1,2,2008.0,3,9,0,5,3,8,0,False
39624,0,250.0,4,8,1166.0,4,7,2,2,2000.0,5,9,1,5,4,1,0,True
47283,0,250.0,4,6,2177.0,4,7,1,1,2000.0,5,9,1,5,0,1,0,False
14783,1,100.0,3,8,1025.0,1,5,2,2,2006.0,5,9,2,5,3,3,2,False
30824,0,250.0,4,8,1166.0,4,7,2,2,2000.0,5,9,1,5,4,1,0,True
37901,1,300.0,4,2,503.0,9,0,2,2,1981.0,5,9,2,5,3,3,2,False
11666,2,20.0,4,6,235.0,4,0,2,2,2003.0,0,6,4,5,3,3,2,False
58351,0,250.0,3,2,796.0,1,2,1,1,1963.0,5,9,3,5,0,1,0,False
963,0,250.0,4,2,196.0,1,2,2,1,1975.0,5,9,1,5,0,1,0,False
7157,2,20.0,3,6,1190.0,4,2,2,2,2013.0,5,2,4,5,3,1,0,False
21247,1,250.0,4,6,1166.0,4,0,2,2,2000.0,5,9,1,5,0,7,2,True
30021,2,250.0,4,6,1166.0,5,8,2,2,2000.0,3,9,1,5,3,8,0,True
45602,0,2500.0,4,2,1281.0,1,2,2,2,1969.0,5,9,2,5,3,1,0,False
39063,0,50.0,4,6,-5.0,4,0,0,2,2009.0,0,5,4,5,3,3,2,False
33724,1,250.0,4,6,1166.0,4,7,2,0,2000.0,5,9,1,5,0,1,0,True
44705,1,500.0,3,6,996.0,9,5,2,2,1982.0,5,9,2,5,3,3,2,False
8818,0,250.0,3,9,1064.0,1,5,2,2,2007.0,4,9,3,5,3,8,0,False
21623,2,1000.0,3,2,656.0,3,2,2,2,1973.0,5,9,2,5,0,1,0,False
38947,0,250.0,4,6,1166.0,4,8,2,1,2000.0,5,9,1,5,3,1,0,True
50150,2,1000.0,3,6,1252.0,4,5,2,2,1984.0,5,8,5,5,3,3,2,False
29495,1,250.0,4,5,1166.0,4,1,2,2,2000.0,3,2,1,5,3,8,0,True
57791,2,250.0,4,6,266.0,1,3,2,2,2009.0,5,9,1,5,0,3,2,False
3656,0,250.0,4,8,1166.0,4,7,2,2,2000.0,5,9,1,5,4,1,0,True
32774,1,250.0,4,6,1166.0,4,3,2,1,2000.0,5,9,1,5,3,3,2,True
39223,1,200.0,3,6,1237.0,1,5,2,2,2003.0,5,9,2,5,3,1,0,False
14997,2,250.0,3,6,349.0,4,4,2,2,2007.0,0,9,1,0,3,6,0,False
43000,1,250.0,3,2,1768.0,4,2,2,2,2008.0,5,4,2,5,0,1,0,False
29958,2,250.0,4,6,1166.0,4,1,2,2,2000.0,2,9,4,5,3,6,0,True
58534,0,250.0,3,10,1581.0,4,2,2,2,2007.0,5,9,3,5,3,1,0,False
15542,0,250.0,3,6,1433.0,4,1,2,0,1970.0,2,9,3,3,4,6,0,False
52523,0,250.0,4,8,1166.0,6,6,2,2,2000.0,5,2,0,5,4,3,2,True
59259,1,250.0,4,2,1166.0,4,3,2,2,2000.0,0,9,1,5,3,6,0,True
34156,2,250.0,3,2,1166.0,1,1,2,1,2000.0,4,7,3,5,3,7,2,True
34835,0,250.0,3,6,427.0,4,4,2,1,1970.0,4,9,3,0,4,8,0,False
18477,1,100.0,3,6,869.0,1,5,2,2,1987.0,5,9,2,5,0,3,2,False
59214,0,250.0,3,6,1194.0,4,5,2,2,1994.0,5,8,2,5,0,3,2,False
7027,1,500.0,4,6,373.0,1,0,2,2,1984.0,5,9,2,5,3,3,2,False
53802,2,40.0,4,2,369.0,1,2,2,1,2009.0,0,9,4,5,3,3,2,False
19019,0,50.0,4,6,387.0,4,2,2,1,2007.0,3,9,4,5,0,8,0,False
23500,0,250.0,4,6,340.0,4,2,2,2,2003.0,0,9,1,5,0,3,2,False
47619,1,250.0,3,6,1166.0,1,8,2,1,2000.0,3,2,1,5,0,8,0,True
48622,0,250.0,3,6,1470.0,4,8,2,1,1996.0,3,2,0,0,0,8,0,False
44140,0,250.0,3,2,1196.0,1,5,2,1,2010.0,5,9,3,5,2,1,0,False
42846,2,250.0,3,2,1266.0,1,2,2,2,2004.0,5,9,1,5,3,1,0,False
50279,2,250.0,3,6,1276.0,4,5,2,2,2002.0,5,8,2,5,3,3,2,False
45074,1,250.0,4,10,1166.0,8,6,2,1,2000.0,3,9,0,5,3,8,0,True
14503,1,250.0,4,6,1166.0,4,3,2,2,2000.0,5,6,1,4,2,3,2,True
1915,1,500.0,4,6,1336.0,4,0,2,2,2000.0,5,9,2,5,3,1,0,False
11257,2,500.0,3,6,1242.0,4,8,2,2,2005.0,3,2,4,0,3,6,0,False
12176,2,250.0,4,6,1735.0,1,3,2,2,2000.0,3,9,1,5,3,8,0,False
14314,1,250.0,3,6,1166.0,1,8,1,1,2000.0,3,2,1,5,3,8,0,True
21420,0,250.0,4,7,1166.0,1,8,2,2,2000.0,4,9,1,5,0,8,0,True
31371,0,250.0,3,6,1459.0,4,1,2,0,1980.0,4,9,3,3,4,8,0,False
8600,1,250.0,4,6,1166.0,4,7,2,0,2000.0,5,9,1,5,3,1,0,True
10763,0,250.0,4,6,1166.0,4,0,2,1,1984.0,3,9,1,5,0,8,0,False
5655,2,250.0,4,6,1537.0,1,5,2,1,1990.0,3,9,1,5,2,8,0,False
46637,0,250.0,3,6,1328.0,4,5,2,1,2003.0,5,9,3,5,0,3,2,False
1680,0,250.0,3,6,1166.0,4,5,2,2,2000.0,3,9,1,5,2,8,0,True
37464,2,250.0,4,6,2303.0,0,7,2,1,1978.0,5,9,1,5,3,1,0,False
54338,2,250.0,4,6,1166.0,4,0,2,2,2000.0,5,9,1,5,0,1,0,True
21561,0,250.0,4,6,16.0,4,0,2,1,2007.0,3,9,1,5,3,8,0,False
47279,1,250.0,3,6,1166.0,1,1,2,1,2000.0,3,2,1,5,3,6,0,True
57063,1,250.0,4,6,1166.0,1,8,2,1,2000.0,3,9,1,5,3,8,0,True
40494,0,250.0,3,6,1083.0,4,2,2,1,1998.0,4,6,3,5,0,8,0,False
352,1,250.0,4,6,1166.0,4,3,1,2,2000.0,3,8,1,0,3,6,0,True
29636,1,100.0,3,6,1120.0,9,5,2,2,1980.0,5,9,2,5,3,3,2,False
31259,1,250.0,3,2,1436.0,1,5,2,1,2008.0,4,5,1,5,3,7,2,False
13212,0,500.0,4,1,1554.0,1,3,2,2,1978.0,5,6,2,5,4,3,2,False
16116,1,250.0,3,6,1166.0,1,5,2,2,2000.0,5,9,1,5,2,7,2,True
12806,2,250.0,4,6,1166.0,4,7,2,0,2000.0,5,9,1,5,0,1,0,True
36724,0,1000.0,4,6,2138.0,4,3,2,1,1996.0,0,9,2,5,3,1,0,False
46129,2,250.0,4,10,1166.0,8,6,2,1,2000.0,3,9,0,5,3,8,0,True
17763,0,200.0,4,4,297.0,1,3,2,2,1992.0,3,9,2,5,4,8,0,False
29466,0,500.0,3,5,984.0,1,4,2,1,2007.0,3,2,2,5,3,8,0,False
10588,1,3000.0,3,6,1024.0,4,5,2,2,1984.0,5,9,5,5,3,3,2,False
44642,1,250.0,3,6,1357.0,1,8,2,1,2008.0,3,2,3,5,3,8,0,False
52732,2,250.0,4,0,1166.0,4,1,2,2,2000.0,0,9,4,0,0,6,0,True
26416,1,250.0,4,6,1166.0,1,1,2,1,2000.0,2,9,4,5,3,6,0,True
14108,1,250.0,4,6,1166.0,4,5,2,2,2000.0,4,9,1,5,0,7,2,True
6875,1,250.0,4,6,1166.0,1,8,2,2,2000.0,5,9,1,5,2,1,0,True
39753,2,250.0,4,6,1166.0,4,8,1,1,2000.0,3,1,1,5,3,8,0,True
56228,2,250.0,4,6,1166.0,4,8,2,2,2000.0,5,9,1,5,3,1,0,True
26464,0,250.0,4,8,1166.0,4,8,2,1,2000.0,5,9,1,5,4,1,0,True
16432,2,250.0,3,8,1312.0,4,5,2,1,2007.0,5,8,3,5,0,1,0,False
31894,1,250.0,3,3,1166.0,4,1,2,1,2000.0,5,2,3,5,2,7,2,True
42053,0,250.0,3,6,1520.0,4,2,2,2,2009.0,5,2,3,5,0,1,0,False
47880,1,250.0,3,6,1166.0,4,1,2,2,2000.0,5,3,4,5,3,2,2,True
12459,2,250.0,3,6,1212.0,4,8,0,1,1991.0,3,9,3,5,3,8,0,False
23906,2,50.0,3,9,65.0,1,4,0,1,2004.0,0,2,4,5,3,6,0,False
11952,1,250.0,4,10,1166.0,8,6,2,1,2000.0,3,9,0,5,3,8,0,True
46568,0,1000.0,3,6,1280.0,4,5,2,1,1990.0,5,9,5,5,3,1,0,False
10526,0,250.0,4,2,1166.0,9,8,2,2,2000.0,2,9,1,5,0,3,2,True
44199,0,50.0,3,6,56.0,4,0,0,1,2000.0,0,2,4,5,3,6,0,False
57074,1,250.0,4,2,1166.0,3,6,2,2,2000.0,5,9,2,5,3,1,0,True
47347,0,250.0,4,4,224.0,9,3,2,2,1981.0,3,7,1,5,0,8,0,False
4658,1,250.0,4,7,1166.0,1,8,2,2,2000.0,3,9,1,5,3,8,0,True
21705,1,250.0,4,6,1166.0,4,7,2,0,2000.0,5,9,1,5,0,1,0,True
46855,1,250.0,4,2,1166.0,3,6,2,2,2000.0,2,9,4,5,3,6,0,True
3866,0,250.0,3,2,474.0,4,4,2,1,1989.0,4,9,1,5,3,3,2,False
50171,2,25.0,3,6,709.0,1,2,2,2,2008.0,0,8,4,5,3,4,1,False
22582,1,20.0,4,6,1263.0,4,0,2,2,2006.0,5,9,4,5,3,1,0,False
46557,1,250.0,3,6,1655.0,1,5,1,2,2009.0,5,9,3,5,3,1,0,False
36947,2,20.0,3,6,1266.0,4,2,2,2,2008.0,5,8,2,5,3,1,0,False
29355,2,250.0,3,3,1166.0,1,5,1,1,2000.0,3,9,1,5,2,8,0,True
42050,2,5000.0,3,6,1337.0,4,1,2,2,2004.0,3,9,0,5,3,6,0,False
14581,2,250.0,3,2,1169.0,1,5,2,1,2012.0,4,5,1,5,3,7,2,False
37168,0,250.0,3,7,1306.0,1,8,1,1,1987.0,4,2,3,0,3,8,0,False
17620,0,100.0,3,6,1002.0,1,7,2,1,1995.0,3,2,2,5,0,8,0,False
49934,2,500.0,3,6,1556.0,2,1,2,2,1995.0,3,9,0,5,3,8,0,False
38074,1,250.0,4,7,1166.0,1,8,2,2,2000.0,3,9,4,5,0,8,0,True
26577,1,300.0,3,6,1043.0,4,5,2,2,2003.0,5,2,2,5,3,1,0,False
11899,1,250.0,3,2,204.0,1,3,1,1,2003.0,5,7,1,5,2,7,2,False
40238,0,250.0,3,6,1743.0,4,1,2,0,2006.0,5,9,0,5,4,2,2,False
10734,2,250.0,5,6,276.0,4,0,2,2,2009.0,2,5,1,5,3,7,2,False
24046,2,250.0,4,6,1166.0,1,8,2,2,2000.0,5,9,1,5,3,1,0,True
50202,1,250.0,3,9,150.0,4,4,2,2,2010.0,3,9,1,0,3,8,0,False
27885,2,250.0,3,6,-28.0,4,0,2,1,2000.0,3,0,1,5,3,8,0,False
50625,0,250.0,3,8,898.0,1,7,2,2,1995.0,3,9,0,5,4,8,0,False
15111,2,1000.0,4,10,1754.0,0,7,2,1,1996.0,5,9,5,5,3,1,0,False
14367,1,250.0,4,6,1166.0,4,7,2,0,2000.0,5,9,5,5,3,1,0,True
11811,0,250.0,3,8,1714.0,6,7,0,2,1995.0,5,9,3,5,4,1,0,False
13792,1,250.0,4,8,1166.0,6,6,2,2,2000.0,5,9,5,5,0,3,2,True
26459,1,250.0,4,2,1166.0,3,6,2,2,2000.0,5,9,2,5,3,3,2,True
22613,0,250.0,3,0,523.0,3,7,0,2,2013.0,5,9,3,5,4,1,0,False
27904,2,250.0,4,6,2005.0,1,7,2,1,2005.0,5,9,0,5,3,3,2,False
41576,1,250.0,3,5,1358.0,1,8,2,1,2006.0,3,2,3,5,0,8,0,False
47453,2,250.0,3,5,1166.0,1,8,2,1,2000.0,3,2,3,5,3,8,0,True
42731,0,250.0,4,2,1166.0,1,8,2,2,2000.0,3,9,1,5,3,8,0,True
50496,1,250.0,3,2,1750.0,3,2,2,2,1970.0,5,6,2,5,3,1,0,False
12581,0,250.0,3,3,1166.0,4,5,2,1,2000.0,4,2,0,5,2,8,0,True
37943,1,250.0,4,6,1166.0,4,1,1,1,2000.0,5,1,3,5,2,7,2,True
26049,2,1200.0,3,8,912.0,1,4,2,2,1989.0,5,9,5,5,3,3,2,False
37380,1,250.0,3,6,1166.0,4,1,1,1,2000.0,4,5,4,5,0,8,0,True
42055,0,250.0,3,6,1290.0,4,2,2,2,2009.0,5,9,3,5,0,3,2,False
1703,2,250.0,4,6,1.0,4,3,2,2,2009.0,0,10,1,5,0,6,0,False
26648,2,250.0,3,6,1616.0,4,1,2,2,2003.0,5,9,1,5,3,1,0,False
34560,1,600.0,3,6,983.0,1,5,2,2,2008.0,5,9,2,5,3,3,2,False
25670,1,500.0,4,1,1510.0,1,3,2,2,1978.0,5,6,2,5,3,3,2,False
34027,2,15.0,3,6,1029.0,4,1,2,2,1998.0,5,9,4,5,2,3,2,False
9590,0,500.0,3,8,941.0,6,4,2,2,1983.0,5,9,2,5,4,3,2,False
19359,2,1200.0,4,6,1798.0,1,3,2,2,2008.0,3,9,5,5,3,6,0,False
7162,2,250.0,3,6,1280.0,4,8,0,2,2005.0,6,7,1,0,3,8,0,False
43353,2,5000.0,3,2,1551.0,1,5,2,1,2001.0,3,9,3,5,3,8,0,False
36473,0,250.0,3,2,1166.0,3,1,2,1,2000.0,0,9,1,5,3,2,2,True
44168,1,30.0,3,6,442.0,4,4,2,1,1988.0,0,9,4,5,3,6,0,False
3519,2,250.0,5,6,1825.0,4,3,2,2,2009.0,3,9,1,5,3,6,0,False
41675,2,250.0,3,6,1908.0,4,1,2,1,2000.0,5,1,1,5,2,7,2,True
23496,2,1200.0,4,2,1053.0,0,3,2,2,1990.0,5,6,5,5,3,1,0,False
17768,1,250.0,3,8,1342.0,6,5,2,2,2006.0,5,8,2,5,3,3,2,False
27430,0,250.0,3,5,1166.0,1,1,1,1,2000.0,4,2,0,0,3,8,0,True
5000,0,250.0,4,7,1166.0,1,8,2,2,2000.0,4,9,1,5,3,8,0,True
18561,0,250.0,3,6,1473.0,4,2,2,2,2003.0,5,4,2,5,0,1,0,False
8450,1,250.0,3,6,1290.0,4,5,2,2,2006.0,5,9,2,5,3,3,2,False
35256,2,2000.0,3,8,1002.0,1,7,2,2,1991.0,3,9,5,5,2,8,0,False
46645,2,20.0,3,6,1715.0,4,1,2,2,2006.0,2,9,4,5,3,6,0,False
20667,2,50.0,3,6,1496.0,4,1,2,2,2006.0,0,9,4,0,0,1,0,False
37955,0,250.0,4,6,640.0,4,0,2,2,1996.0,3,9,1,5,4,8,0,False
37560,1,250.0,4,9,1166.0,1,1,2,1,2000.0,5,9,1,5,3,1,0,True
51741,2,250.0,3,6,1283.0,4,5,2,2,2010.0,5,8,2,5,0,3,2,False
2445,0,250.0,3,6,1301.0,4,1,2,2,2013.0,5,9,3,5,0,1,0,False
44083,2,250.0,4,6,41.0,4,0,2,1,2010.0,0,5,1,5,3,6,0,False
